house,bias,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
Gryffindor,-2.127127950054229,-0.1015150896637763,0.17711053431377005,-0.85178331247881,-0.17711053431376989,0.344483551457253,-0.1355952729843324,0.8226592682065113,-0.838869948578273,-0.995596164692845,-0.18015242507774998,-0.039715175968196056,-0.37453375166194974,0.8422915524635389
Hufflepuff,-1.4596630127339985,0.10015803092303181,1.1257260285924728,1.100754216521901,-1.1257260285924722,0.5442356631025772,-0.6713687723453161,-1.2103552311897183,0.7357612357133418,0.6478070325140725,-0.3909063781191348,0.02581180149015692,-0.0712558246353054,-0.4664693102440214
Ravenclaw,-1.7315537886369492,0.16076929674634635,-0.6765359959426418,0.48569373852858655,0.6765359959426418,0.3682510736875499,1.2109984658570192,0.905599338693184,0.0840187721795997,0.09106588429792992,-0.01369997591434608,-0.017488478241019245,0.9628127925979709,0.006340152640269843
Slytherin,-2.5772043383619283,-0.0680850240934647,-0.5996725753356518,-0.7850301633668874,0.5996725753356518,-1.320022205347811,-0.4079189308678113,-0.5386388243130958,-0.0053320149470275895,0.2412041044815858,0.5671463205670999,-0.020902099385900135,-0.5909127259271898,-0.3962754332963559

# Normalization parameters
means,49453.10951239009,46.47644878930412,1.189457433748071,-0.46476448789304076,3.2138305355715415,-222.90366613760307,496.2514567879828,2.9785934977751447,1029.8628682296344,5.96127557430978,-0.06431538961850279,-243.3257226139089,23.109008792965593
stds,16694.87644194074,520.7378397588483,5.221048988963303,5.207378397588484,4.109348155784129,484.79197196623926,106.66795169582072,4.455181302981813,43.96529466494981,3.101677697784552,0.9722575558030098,8.786891416227864,97.71593824953197
